-1.415808,-2.075145,-3.629096,0.922891,-5.939997,0.105248,-2.707948,-1.783376,-1.559043,5.572596,-0.769795,-1.005386,0.677581,-2.097157,-0.054698,-1.818679,3.557996,-0.124626,2.090232,-3.226046,9.751493,-3.129242,5.095547,-3.791301,2.285676,0.115357,1.401405,-5.521480,0.470263,-1.517121,2.028815,-1.274033,0.061531,3.379650,1.158313,-0.162612,-0.383724,0.340143,1.387465,0.102884,1.355547,-0.504356,-0.747177,1.211058,-1.246319,1.558550,-0.562372,0.294645,1.947439,0.696300,-0.015621,-0.763996,0.810678,-0.164884,-1.289483,-0.560212,-2.320069,0.583998,2.111013,-1.602068,0.810225,1
-2.939404,-4.163273,-5.063002,2.438298,-7.839735,0.747166,0.262346,0.529420,-0.097237,5.436922,-2.296346,-0.710353,1.799293,-4.279380,1.122628,-1.984845,4.042551,-1.377586,2.083173,-2.944208,7.849980,-3.009588,5.047976,-1.820387,2.782749,0.066955,0.625126,-2.916621,1.892445,-1.716472,2.197801,-1.030282,1.688105,3.021627,0.768472,0.139624,-1.312037,-3.146482,1.805846,0.143120,0.991400,-1.549017,-2.294479,0.343288,-0.544673,0.557912,-0.871339,0.222053,-0.045944,-0.374006,-1.409187,1.074307,0.055842,0.100213,0.867999,-0.325070,-0.819754,0.288352,1.979798,-0.481018,-0.035723,1
-1.196884,-1.952755,-4.617004,0.132987,-6.926272,2.255993,-1.872020,-1.916180,-1.692717,4.517493,-4.011344,-1.613770,0.412673,-2.756267,3.345558,-2.306439,4.017534,-1.092119,2.221573,-3.874785,8.882733,-1.676425,5.695777,-4.351901,2.868131,1.825589,0.063687,-3.530506,-0.195802,-1.535371,2.171612,-0.959419,1.856671,3.335283,-1.028486,-0.650753,-0.340616,-0.235613,3.707697,-2.505327,1.257658,-0.514402,-0.899946,0.096986,0.680658,1.214049,0.126355,1.227574,1.799317,0.140315,-0.320184,-0.202851,-0.833919,-0.861729,1.001818,1.691376,-0.559201,1.073191,-0.301521,-0.032114,-0.544656,1
-2.254856,-1.753280,-3.970757,2.491251,-7.589837,1.242288,-0.291530,0.677730,0.281264,4.814523,-3.298038,0.113456,1.494089,-2.482489,-0.330115,-3.599763,1.744650,-1.601051,0.832934,-1.717446,5.976988,-2.778570,4.965946,-1.567927,2.576953,1.087264,2.303849,-3.001105,2.570846,-3.493428,2.228708,-2.045269,0.250351,2.071565,0.804055,0.045988,-0.937545,-0.955172,2.747136,-2.328396,-0.810826,1.206856,-0.049731,0.281443,-0.706729,0.359257,1.924483,-0.141167,-0.352121,0.498117,0.094602,0.000209,-0.803889,-1.353092,-0.159714,-0.148456,-0.650317,0.908191,1.777542,-0.999989,-0.687486,1
-0.286659,-1.825962,-4.959892,0.929756,-6.398924,1.828793,-2.645572,-1.177775,-2.917835,7.169152,-1.381271,0.017960,1.094510,-3.554369,-1.089453,-3.042172,5.781484,-0.083208,2.979550,-2.262418,7.794697,-3.502385,5.243408,-4.041451,0.837605,0.287784,0.292725,-3.792772,2.312453,-2.621480,1.806150,-1.004585,-0.731992,1.180268,0.889736,-0.190201,-1.793971,0.109047,3.256868,-2.451877,1.280046,-1.595521,-2.205898,0.048103,-2.767975,1.281424,2.099976,-0.778623,-0.044941,-0.461618,0.333920,0.792186,0.016030,-0.373715,-0.885122,-1.594187,-0.559618,0.621626,0.309594,-1.415978,0.861022,1
-3.414745,0.110956,-4.163022,2.257079,-6.567120,2.823436,-3.171413,-3.332529,-2.053961,6.605476,0.442286,0.625133,2.852472,-4.363072,0.174146,-1.671085,3.788833,-1.613922,2.880239,-2.835632,6.242158,-3.736412,6.085419,-3.766153,1.068239,0.844984,1.975055,-4.039549,0.250328,-1.600002,3.547466,-1.624426,0.244982,1.687330,-0.395673,0.454524,-1.470255,-0.538372,1.708906,-1.859519,0.575610,-1.024255,0.144045,-0.703361,-1.595034,1.745472,0.120324,1.033251,-0.059166,0.989216,0.007503,1.490915,0.447001,0.204207,-0.092606,-0.508410,0.364158,0.133477,0.272297,0.034130,0.223928,1
-1.890434,-2.568943,-5.715608,3.054578,-6.769004,2.311497,-1.127414,0.669544,-0.847411,6.160017,-4.244290,-0.051485,1.537578,-4.456780,0.578570,-2.212802,3.688179,-2.761840,1.269299,-1.400479,7.330913,-1.785333,5.841208,-1.683346,2.637175,0.324542,1.067493,-4.245878,1.872069,-2.596600,2.461832,-2.328235,1.174504,2.420187,-0.623450,-0.532682,-0.462459,-1.771659,3.164799,-0.125429,0.260832,0.303340,-2.596671,0.258650,-0.603205,0.450777,0.179608,0.135478,-0.463117,0.650466,0.271702,-1.038819,0.030588,1.363612,-0.380695,-0.351990,-1.182119,0.706912,0.152071,0.001749,0.133320,1
-0.735532,-0.445303,-5.869999,0.936270,-7.233706,1.219775,-1.903139,-0.238197,-0.308374,5.905719,-0.840618,0.322643,1.411029,-2.682381,0.077903,-0.674717,4.462247,-1.293975,1.567178,-1.824707,9.349533,-3.405015,5.039603,-5.873724,2.320289,1.177942,0.927789,-3.528927,1.109372,-3.614838,2.721716,-1.590590,0.557213,3.291935,0.897370,-1.236359,-1.451168,-1.371692,0.191912,-0.269338,1.514977,1.134153,0.595244,-0.672107,-0.140547,2.569405,-0.619142,0.817815,1.071598,-1.006341,0.364989,-0.527313,0.291153,1.523693,-0.559846,-1.008847,-0.843072,-1.235758,1.247724,-0.924560,-0.019601,1
0.758406,-2.223615,-4.377650,0.308053,-8.897152,0.710143,-3.048520,-1.226177,-1.009096,6.366313,-1.364573,2.387213,0.868556,-3.633384,0.394173,-2.487347,3.253762,-2.680460,1.909933,-1.828928,7.220095,-2.646888,6.054829,-3.150282,1.202534,0.657150,-1.090499,-4.496003,0.923776,-2.069191,2.694688,-1.228221,1.053808,0.970780,0.508757,-0.335895,-0.010569,-2.244157,3.206337,-0.044960,0.880347,2.634226,-4.088686,-1.257279,-1.399272,0.755609,0.429548,0.004476,0.895513,-0.923855,1.184432,0.001737,0.264890,1.689953,0.962557,0.022008,-0.360683,0.116042,1.480092,-0.528807,0.008628,1
-0.568977,-2.467316,-4.983799,-0.542865,-7.704717,2.335539,-2.222554,-0.195768,-2.371283,5.481662,-0.763837,0.261278,1.405113,-2.690364,0.564727,-0.544448,4.945604,0.006278,2.793137,-3.701291,9.512949,-2.831506,4.493050,-3.672620,2.773740,1.792314,1.376668,-2.402397,1.646424,-2.339350,1.818591,-1.306330,-0.660339,3.134636,1.532035,-1.121333,-1.342333,-0.637643,0.439439,0.021439,1.420606,1.800719,-1.811412,-1.029241,-1.599893,2.276288,1.109389,-0.159329,-0.423065,-0.704912,-1.814195,-0.411602,1.264535,0.313537,-1.143503,0.605313,-2.492005,0.361016,0.879484,-1.110767,-0.306192,1
